Key,Year initiated,original_post,title,url,Solution Source,VPN Solution,VPN Protocol,Endpoints,Olivia VPN Problem,Ryan VPN Problem,Sean VPN Problem,Final VPN Problem,VPN #
2730,2015,"Does Cisco VPN client (the legacy IPSEC client) support double authentication with RSA token AND active directory credentials?? I know that AnyConnect supports this, and the command "" secondary-authentication- server-group"" is only for ssl connections, but need further confirmation. Kind Regards Mohammad",double authentication with Cisco IPSEC VPN client,https://supportforums.cisco.com/discussion/12464111/double-authentication-cisco-ipsec-vpn-client,community,---------------------,IPsec,---------------------,Customer Education/Configuration Assistance,Customer Education/Configuration Assistance,Customer Education/Configuration Assistance,Customer Education/Configuration Assistance,3
2808,2015,"Really quick and easy one for VPN guru's out there.... Essentially, I'm setting up a backup VPN, but there's NO interesting traffic unfortunately and we need VPN up. So... is it possible? thanks in advance Ajaz",Cisco Site-to-Site VPN- Interesting Traffic Required to Establish VPN or not?,https://supportforums.cisco.com/discussion/12452991/cisco-site-site-vpn-interesting-traffic-required-establish-vpn-or-not,community,,,,VPN Tunnel Not Coming Up,Customer Education/Configuration Assistance,Customer Education/Configuration Assistance,Customer Education/Configuration Assistance,3
2811,2015,"I am having an issue configuring VPN over IPsec with IKEv2 to use Windows Mobile VPN Client(Nokia Lumia) Unable to find the configuration for the IKEv2 is not available! Also, Please advice if there would be any License requirements for using IKEv2? Requirement: Configure remote access VPN to access the network through Nokia windows mobile (lumia 925). Note: Windows phone 8.1 support IKEv2 only!! # Firewall show version # Cisco Adaptive Security Appliance Software Version 8.6(1)10 Device Manager Version 6.6(1) Hardware: ASA5525 Anyone there know how configure to or guide me with the steps and requirements? That could help …. ikev2",Need the configuration for VPN IKEv2 inorder to use windows phone!,https://supportforums.cisco.com/discussion/12452731/need-configuration-vpn-ikev2-inorder-use-windows-phone,Cisco,---------------------,IPsec (IKEv2),ASA5525,Customer Education/Configuration Assistance,Customer Education/Configuration Assistance,Customer Education/Configuration Assistance,Customer Education/Configuration Assistance,3
2813,2015,Iam doing below config in cisco ASA 5525-x so can anyone confirm that below config are correct on one side of ASA Let’s start with configuring ASA1:! ISAKMP Phase 1 crypto ikev1 policy 10 authentication pre-share encryption aes hash sha group 2 lifetime 86400! crypto ikev1 enable outside tunnel-group 173.199.183.2 type ipsec-l2l tunnel-group 173.199.183.2 ipsec-attributes ikev1 pre-shared-key Cisc0! IPsec Phase 2 access-list RED permit ip 192.168.1.0 255.255.255.0 10.0.0.0 255.255.255.0 crypto ipsec ikev1 transform-set ESP-AES128-SHA esp-aes esp-sha-hmac crypto map VPN-MAP 10 match address RED crypto map VPN-MAP 10 set peer 173.199.183.2 crypto map VPN-MAP 10 set ikev1 transform-set ESP-AES128-SHA crypto map VPN-MAP interface outside,Cisco ASA site to site ipsec VPN,https://supportforums.cisco.com/discussion/12452286/cisco-asa-site-site-ipsec-vpn,VIP,,,ASA 5525-x,Customer Education/Configuration Assistance,Customer Education/Configuration Assistance,Customer Education/Configuration Assistance,Customer Education/Configuration Assistance,3
2827,2015,"hi all, i want to know if there is some method to controll the flow in a link IP VPN between to routers? i want to know the flow configured by my service provider. Thank you all. IP VPN site to site",Bandwidth on IP VPN,https://supportforums.cisco.com/discussion/12451021/bandwidth-ip-vpn,community,,,,Customer Education/Configuration Assistance,Customer Education/Configuration Assistance,Customer Education/Configuration Assistance,Customer Education/Configuration Assistance,3
2947,2015,"Forum I wanted to get some insight on the difference between Transform sets being used in IPSEC tunnels vs. the IKE policies themselves. It gets a bit confusing trying to keep both separate in understanding, especially since the transform sets seem to use some of the same values that the IKE policies do. Here is an example of what I am talking about: Lets say I create the following IKE policy: Lifetime 86400 Hash SHA1 Encryption: 3DES Authentication: Preshare Group: 2 Then on to the Transform set: crypto IPsec transform set MYSET esp-3DES esp-MD5-hmac My questions are these: 1. what is the transform set transforming specifically? 2. Is it correct to say that the Transfrom set, in addition to the IKE policy, uses 3DES encryption. 3. What are the differences between the transform set and the IKE policy? Thank You",Transform sets vs. IKE policy attributes,https://supportforums.cisco.com/discussion/12432701/transform-sets-vs-ike-policy-attributes,community,---------------------,IPsec/IKE,---------------------,Customer Education/Configuration Assistance,Customer Education/Configuration Assistance,Customer Education/Configuration Assistance,Customer Education/Configuration Assistance,3
2972,2015,"Could anyone please help me with the detail explanation about? GRE over IPSEC vs IPSEC over GRE? If possible please share me some example with the IP header (like source ip can visible & Tunnel IP encapsulated) with detail example like a source to destination more thank full…. Which Tunnel gets up first GRE or IPSEC? How IPSEC works with multicast protocol? GRE tunnel how it’s works in the cloud? ISP has to be done at their end GRE tunnel how the trace works because while tracing only shows the next hop ip(destination)? IPSEC Tunnel mode which header will be visible, I seen new ip header would be added so what info available in that header? IPSEC transport mode which header can be visible, what are the info in available in the header?",IPSEC & GRE,https://supportforums.cisco.com/discussion/12429646/ipsec-gre,Cisco,,,,Customer Education/Configuration Assistance,Customer Education/Configuration Assistance,Customer Education/Configuration Assistance,Customer Education/Configuration Assistance,3
3094,2015,"Hi Team, I have a communication problem from the vpn-anyconnect to easy-vpn-remote, I´ll explain better bellow and see the attached topology: 1) VPN Tunnel between HQ to Branch Office- That´s OK 2) VPN Tunnel between Client AnyConnect to HQ- That´s OK The idea is that the Client Anyconnect is to reach the LAN at Branch Office, but did not reach. The communication is stablished just when I start a session (icmp and/or rdp) from Branch Office to the Client AnyConnect, in this way, the communication is OK, but just during a few minutes. Could you help me? Bellow the IOS version and configurations ASA5505 Version 8.4(7)23 (headquarters) ASA5505 Version 8.4(7)23 (Branch) **************** Configuration Easy VPN Server (HQ) **************** crypto dynamic-map DYNAMIC-MAP 5 set ikev1 transform-set ESP-AES-256-SHA crypto map outside-link-2_map 1 ipsec-isakmp dynamic DYNAMIC-MAP crypto map outside-link-2_map 65535 ipsec-isakmp dynamic SYSTEM_DEFAULT_CRYPTO_MAP crypto map outside-link-2_map interface outside-link-2 access-list ACL_EZVPN standard permit 10.0.0.0 255.255.255.0 access-list ACL_EZVPN standard permit 192.168.1.0 255.255.255.0 access-list ACL_EZVPN standard permit 192.168.50.0 255.255.255.0 access-list ACL_EZVPN standard permit 10.10.0.0 255.255.255.0 group-policy EZVPN_GP internal group-policy EZVPN_GP attributes split-tunnel-policy tunnelspecified split-tunnel-network-list value ACL_EZVPN nem enable tunnel-group EZVPN_TG type remote-access tunnel-group EZVPN_TG general-attributes default-group-policy EZVPN_GP tunnel-group EZVPN_TG ipsec-attributes ikev1 pre-shared-key ***** object-group network Obj_VPN_anyconnect-local network-object 192.168.1.0 255.255.255.0 network-object 192.168.15.0 255.255.255.0 object-group network Obj-VPN-anyconnect-remote network-object 192.168.50.0 255.255.255.0 object-group network NAT_EZVPN_Source network-object 192.168.1.0 255.255.255.0 network-object 10.10.0.0 255.255.255.0 object-group network NAT_EZVPN_Destination network-object 10.0.0.0 255.255.255.0 nat (inside,outside-link-2) source static Obj_VPN_anyconnect-local Obj_VPN_anyconnect-local destination static Obj-VPN- anyconnect-remote Obj-VPN-anyconnect-remote no-proxy-arp route-lookup nat (inside,outside-link-2) source static NAT_EZVPN_Source NAT_EZVPN_Source destination static NAT_EZVPN_Destination NAT_EZVPN_Destination no-proxy-arp route-lookup nat (outside-link-2,outside-link-2) source static Obj-VPN-anyconnect-remote Obj-VPN-anyconnect-remote destination static NAT_EZVPN_Destination NAT_EZVPN_Destination no-proxy-arp route-lookup **************** Configuration VPN AnyConnect (HQ) **************** webvpn enable outside-link-2 default-idle-timeout 60 anyconnect-essentials anyconnect image disk0:/anyconnect-win-2.5.2014-k9.pkg 1 anyconnect profiles Remote_Connection_for_TS_Users disk0:/remote_connection_for_ts_users.xml anyconnect enable tunnel-group-list enable access-list split-tunnel standard permit 192.168.1.0 255.255.255.0 access-list split-tunnel standard permit 192.168.15.0 255.255.255.0 access-list split-tunnel standard permit 10.0.0.0 255.255.255.0 group-policy clientgroup internal group-policy clientgroup attributes wins-server none dns-server value 192.168.1.41 vpn-tunnel-protocol ssl-client split-tunnel-policy tunnelspecified split-tunnel-network-list value split-tunnel default-domain value ipconnection.com.br webvpn anyconnect keep-installer installed anyconnect ssl rekey time 30 anyconnect ssl rekey method ssl anyconnect profiles value Remote_Connection_for_TS_Users type user anyconnect ask none default anyconnect tunnel-group sslgroup type remote-access tunnel-group sslgroup general-attributes address-pool vpnpool authentication-server-group DC03 default-group-policy clientgroup tunnel-group sslgroup webvpn-attributes group-alias IPConnection-vpn-anyconnect enable object-group network Obj_VPN_anyconnect-local network-object 192.168.1.0 255.255.255.0 network-object 192.168.15.0 255.255.255.0 object-group network Obj-VPN-anyconnect-remote network-object 192.168.50.0 255.255.255.0 object-group network NAT_EZVPN_Source network-object 192.168.1.0 255.255.255.0 network-object 10.10.0.0 255.255.255.0 object-group network NAT_EZVPN_Destination network-object 10.0.0.0 255.255.255.0 nat (inside,outside-link-2) source static Obj_VPN_anyconnect-local Obj_VPN_anyconnect-local destination static Obj-VPN- anyconnect-remote Obj-VPN-anyconnect-remote no-proxy-arp route-lookup nat (inside,outside-link-2) source static NAT_EZVPN_Source NAT_EZVPN_Source destination static NAT_EZVPN_Destination NAT_EZVPN_Destination no-proxy-arp route-lookup nat (outside-link-2,outside-link-2) source static Obj-VPN-anyconnect-remote Obj-VPN-anyconnect-remote destination static NAT_EZVPN_Destination NAT_EZVPN_Destination no-proxy-arp route-lookup",Communication problem from the vpn-anyconnect to easy-vpn-remote,https://supportforums.cisco.com/discussion/12409966/communication-problem-vpn-anyconnect-easy-vpn-remote,Cisco,easy-vpn,,"ASA5505 Version 8.4(7)23 (headquarters)
 ASA5505 Version 8.4(7)23 (Branch)",VPN Tunnel Flapping,VPN Tunnel Flapping,VPN Feature Not Working,VPN Tunnel Flapping,1
3111,2015,"Attached is the full configuration for the router. Additional configuration includes forwarding ports 443 (both tcp/udp), udp 4500, udp 500, and udp 50 to 192.168.1.20. Objective: Configure a Cisco 1700 router as a VPN server, which a Cisco Anyconnect client will VPN into. The VPN server is behind a NAT. Question 1: Does the Cisco Anyconnect client pull its entire configuration from the router? Do I just need to point at the right IP address and hit connect and it will figure out the rest? If not what additional client side configuration needs to be done? I noticed it tries to connect over port 443 to my router, but I'm not really sure why and I know my router isn't listening on that port so I know I'm missing something:-D. Question 2: What features specifically comprise easy vpn server? I'm confused as to exactly what it is. From what I can tell when you configure easy vpn server you're just configuring a regular VPN. Question 3: Does Cisco Easy VPN Remote have anything to do with Cisco Anyconnect or are they completely separate? Sorry about the newbie questions. It's really hard to understand the different systems and features on this one and the vast majority of the examples I found dealt with router to router VPNs rather than configurations just meant for end user computers, but I'll be the first to admit I'm new to this hahaha. Thanks for your help. PS: Any feedback on misconfigs are welcome. I'm still trying to understand fully exactly what each command does. Grant anyconnect vpn",Configuring Cisco 1700 as VPN Concentrator for Cisco Anyconnect,https://supportforums.cisco.com/discussion/12407821/configuring-cisco-1700-vpn-concentrator-cisco-anyconnect,Cisco,---------------------,---------------------,AnyConnect,Customer Education/Configuration Assistance,Customer Education/Configuration Assistance,Customer Education/Configuration Assistance,Customer Education/Configuration Assistance,3
3127,2015,"Hi All, I am in the process of moving from the old IPsec VPN to the Cisco AnyConnect VPN. We wish to keep two factor authentication so I setup a Microsoft standalone CA (Can't use the ASA local CA as we have two ASA units in failover). The MS CA works fine, I issued the root CA certificate to the ASA and issued certificates from the CA to client machines which connect using AnyConnect no problem. My problem is that whatever I try I cannot get the ASA to retrieve the CRL. The many guides I have followed state that you simply add the CRL extension to the root certificate and then the ASA should pick this up using the 'Use CRL Distribution Point from the certificate' option. I have also tried manually adding the LDAP url and trying retrieval that way (although I am not sure on the url I used) and I still just get 'Unable to retrieve or verify CRL'. Does anyone have any experience with this or know what I'm doing wrong? Thanks Rob",Cisco ASA using Microsoft CA but can't get CRL,https://supportforums.cisco.com/discussion/12405906/cisco-asa-using-microsoft-ca-cant-get-crl,VIP,---------------------,IPsec,ASA,Application Not Working Across VPN Tunnel,Customer Education/Configuration Assistance,VPN Feature Not Working,VPN Feature Not Working,4
3220,2015,"Hi community, I get stuck in site-to-site VPN configuration between ASA (OS 9.1) and Cisco IOS Router (IOS 15.2-4.M4) Attachment is ASA and Router configuration. I also include the debug router output. It seemed that the two sides have configuration isakmp missmatch, but I already disabled keepalives settings. I also disable PFS setting on both sides. But it doesn't work. I have no idea about this trouble. Please help me. Any helps be appreciated. Thanks",IPsec VPN site-to-site between ASA and Cisco Router problem. Please help,https://supportforums.cisco.com/discussion/12390946/ipsec-vpn-site-site-between-asa-and-cisco-router-problem-please-help,VIP,,,ASA (OS 9.1) and Cisco IOS Router (IOS 15.2-4.M4),VPN Tunnel Not Coming Up,VPN Tunnel Not Coming Up,VPN Tunnel Not Coming Up,VPN Tunnel Not Coming Up,0
3229,2015,"Hi all, I need some help with setting up QoS for VoIP between two Cisco ASA 5505 with Site-to-Site VPN. There is no need for bandwith reservation, only DSCP 46 (EF) should be highest and DSCP 26 second highest queue and the rules should only apply to a site-to-site VPN. Usually i try to configure the ASAs via ASDM and found out in the Cisco Documentations how to setup QoS for the DSCP bits with a Service Policy and how to set up QoS for a Site-to-Site VPN (Service Policy Rule-> Traffic Match). But how do i configure the QoS for a DSCP bit to only apply to a Site-to-Site Tunnel? And how do i configure different priorities for the two DSCP bits, is this defined by the order of Service Policies? The QoS has to be enabled on both ASAs for the inside interface? Thanks in advance Tobias QoS VoIP ASA 5505 Site-to-Site VPN",VoIP QoS for Site-to-Site Tunnel,https://supportforums.cisco.com/discussion/12389166/voip-qos-site-site-tunnel,community,,,two Cisco ASA 5505,Customer Education/Configuration Assistance,Customer Education/Configuration Assistance,Customer Education/Configuration Assistance,Customer Education/Configuration Assistance,3
2628,2015,Can anyone tell me what I need to download to get the latest to install on a windows system? I tried looking for the client for AnyConnect off of the download page and everything I tried did not give me a client. Not sure what a FPI package was but it did not work either. What file am I looking for please? -Jon,AnyConnect client,https://supportforums.cisco.com/discussion/12480911/anyconnect-client,community,,,,Customer Education/Configuration Assistance,Customer Education/Configuration Assistance,Customer Education/Configuration Assistance,Customer Education/Configuration Assistance,3
178,2016,"Hi Friends, I am facing a big problem to establish a tunnel between two sites, My Office Network is 10.210.23.0/24 My Customer Network uses 10.0.0.0/8, customer has proposed to make a tunnel between these two sites. My Office firewall is ASA 5520 IOS 8.2 My customer Firewall is Checkpoint FW-1 (NGX) 6.1 if i make a tunnel between these two sites, here Network conflict occurs, my client is suggested to do Hide NAT on ASA ('client mail is Since we also uses the 10.210.*.* network, can you please NAT your traffic behind an Hide NAT and provide us the IP.) How to overcome this isse? we need access from both ends? Thanks, Shiva",how to Configure Hide NAT on ASA firewall,https://supportforums.cisco.com/discussion/13073986/how-configure-hide-nat-asa-firewall,,,,,,,,,2
2913,2015,"Hello, Does anyone know if the AnyConnect VPN Client software is compatible with Windows Embedded Standard 7? Thanks",Cisco AnyConnect software,https://supportforums.cisco.com/discussion/12439371/cisco-anyconnect-software,,,,,,,,,3
610,2016,"How can I enable, ""certificate-only authentication"" for AnyConnect IPSec IKEv2 VPN connections, so users do not have to enter userid and password.",AnyConnect IPSEC VPN Certificate Only Authentication,https://supportforums.cisco.com/discussion/12960471/anyconnect-ipsec-vpn-certificate-only-authentication,,,,,,,,,3
619,2016,"HI I have upgraded the ASA5512x to version 9.4(2)6. Since upgrading only one anyconnect vpn connection works, if another connection starts it kicks the first one out and struggles to initiate connection. The ASA has 10 premium licenses, and was working on 8.6 Any advice would be appreciated. Many thanks.",ASA Webvpn anyconnect not working after upgrade to 9.42,https://supportforums.cisco.com/discussion/12958961/asa-webvpn-anyconnect-not-working-after-upgrade-942,,,,,,,,,4
381,2016,"Hi, I'm setting up a remote access VPN on aCisco ASA 5510 version 8.4 (4) 1. When I attempt to connect through the software Cisco VPN client, I'm able to connect however I'm unable to access any of the LAN resources. On the other hand I can ping servers in the other site which is connected via site-to-site VPN to the main site!! VPN client--> main site (ping times out)--> Site connected with the main site with S2S VPN (ping successful) Please Help me I need to find a solution ASAP! Thank you in advance.","Urgent!!!!!! Remote Access VPN users connects but can not access remote LAN (ping, shared folder...)",https://supportforums.cisco.com/discussion/13035281/urgent-remote-access-vpn-users-connects-can-not-access-remote-lan-ping-shared,,,,,,,,,2
2746,2015,"I have an ASA firewall with the Anyconnect VPN configuration on it. The policies for this VPN are below:  group-policy SSLClientPolicy internal group-policy SSLClientPolicy attributes dns-server value x.x.x.x vpn-tunnel-protocol ssl-client default-domain x.x.x.x address-pools value SSLClientPool group-policy DfltGrpPolicy attributes dns-server value x.x.x.x default-domain x.x.x.x group-policy GroupPolicy1 internal group-policy GroupPolicy1 attributes vpn-tunnel-protocol ikev1  tunnel-group SSLClientProfile type remote-access tunnel-group SSLClientProfile general-attributes default-group-policy SSLClientPolicy tunnel-group SSLClientProfile webvpn-attributes group-alias SSLVPNClient enable  I want to enable split-tunneling for one user, but the current policy restricts this. Is there a way to create a separate policy for that one user and map it to him somehow? I don't see where I would do that",Mapping remote access VPN policies to specific accounts,https://supportforums.cisco.com/discussion/12461251/mapping-remote-access-vpn-policies-specific-accounts,,,,,,,,,3
2436,2015,Hi all! Why my router shows me 2 VPNs? Is it normal? R1#show crypto isakmp sa IPv4 Crypto ISAKMP SA  dst src state conn-id status 10.10.0.5 10.10.0.2 QM_IDLE 1870 ACTIVE 10.10.0.2 10.10.0.5 QM_IDLE 1871 ACTIVE,Command show crypto isakmp sa shows 2 VPNs,https://supportforums.cisco.com/discussion/12513381/command-show-crypto-isakmp-sa-shows-2-vpns,,,,,,,,,3
1630,2015,I'm in the process of establishing a new ASA VPN gateway (9.4.(1). All users are going to use the AnyConnect Secure Mobility Client 3.1.1 and two factor authentication. I have discovered that a VPN client can establish a VPN connection and can successfully gain access to needed internal campus computer resources. Split tunneling is enabled so general internet access is via the clients ISP. All is working as expected. My issue is with our internal campus helpdesk support staff assisting the remote VPN users with local user problems on the PC's. Helpdesk staff can target the VPN connected device by IP address supplied by the ASA IP Pool. and can remote onto the local users PC with DameWare Mini Remote Control software. Because our remote user do not have local admin rights on the PC the helpdesk staff have to run a 'switch user' and log into the PC with their credentials. Immediately after the helpdesk staff login the VPN tunnel is removed from the VPN gateway. From what I understand from reading some documentation that this is normal default behavior. What I want to know is a way of turning off this feature? Short of making every one a local admin on their PC is there an alternative method of allowing support staff to gain access to the PC as themselves?,AnyConnect Secure Mobility Client and helpdesk support,https://supportforums.cisco.com/discussion/12624766/anyconnect-secure-mobility-client-and-helpdesk-support,,,,,,,,,3
3002,2015,"site A is l2l vpn, site B is network-extend vpn, both connect to same vpn device 5510 at central office and work well. I can ping from central office to both remote sites, But i can not ping between these two vpn sites? Tried debug icmp, i can see the icmp from side A does reach central office but then disappeared!not sending to side B??Please help...  same-security-traffic permit inter-interface same-security-traffic permit intra-interface! object-group network SITE-A network-object 192.168.42.0 255.255.255.0! object-group network SITE-B network-object 192.168.46.0 255.255.255.0! access-list OUTSIDE extended permit icmp any any access-list HOLT-VPN-ACL extended permit ip object-group CBO-NET object-group SITE-A! nat (outside,outside) source static SITE-A SITE-A destination static SITE-B SITE-B! crypto map VPN-MAP 50 match address HOLT-VPN-ACL crypto map VPN-MAP 50 set peer *.*.56.250 crypto map VPN-MAP 50 set ikev1 transform-set AES-256-SHA crypto map VPN-MAP interface outside! group-policy REMOTE-NETEXTENSION internal group-policy REMOTE-NETEXTENSION attributes dns-server value *.*.*.* vpn-idle-timeout none vpn-tunnel-protocol ikev1 split-tunnel-policy tunnelspecified split-tunnel-network-list value REMOTE-NET2 default-domain value *.org nem enable! tunnel-group REMOTE-NETEXTENSION type remote-access tunnel-group REMOTE-NETEXTENSION general-attributes authentication-server-group (inside) LOCAL default-group-policy REMOTE-NETEXTENSION tunnel-group REMOTE-NETEXTENSION ipsec-attributes ikev1 pre-shared-key ***** tunnel-group *.*.56.250 type ipsec-l2l tunnel-group *.*.56.250 ipsec-attributes ikev1 pre-shared-key *****!                      ! ASA-5510# show route | include 192.168.42 S  192.168.42.0 255.255.255.0 [1/0] via *.*.80.1, outside ASA-5510# show route | include 192.168.46 S  192.168.46.0 255.255.255.0 [1/0] via *.*.80.1, outside ASA-5510#! Username  : layson-ne      Index    : 10 Assigned IP : 192.168.46.0      Public IP  : *.*.65.201 Protocol  : IKEv1 IPsecOverNatT License   : Other VPN Encryption : 3DES          Hashing   : SHA1 Bytes Tx  : 11667685        Bytes Rx  : 1604235 Group Policy: REMOTE-NETEXTENSION  Tunnel Group: REMOTE-NETEXTENSION Login Time : 08:19:12 EST Thu Feb 12 2015 Duration  : 6h:53m:29s Inactivity : 0h:00m:00s NAC Result : Unknown VLAN Mapping: N/A          VLAN    : none! ASA-5510# show vpn-sessiondb l2l Session Type: LAN-to-LAN Connection : *.*.56.250 Index    : 6           IP Addr   : *.*.56.250 Protocol  : IKEv1 IPsec Encryption : 3DES AES256      Hashing   : SHA1 Bytes Tx  : 2931026707       Bytes Rx  : 256715895 Login Time : 02:02:41 EST Thu Feb 12 2015 Duration  : 13h:10m:03s",can not ping between remote vpn site???,https://supportforums.cisco.com/discussion/12424821/can-not-ping-between-remote-vpn-site,,,,,,,,,2
352,2016,"Hi community. I am setting a L2L VPN between Cisco ASA and Cyberhome and get below error message on ASA and my tunnel does not come up: Jun 07 07:08:36 [IKEv1]IP = XXX.XXX.XXX.XXX,  (next payload = 4) Jun 07 07:08:55 [IKEv1]IP =XXX.XXX.XXX.XXX,  (next payload = 4) Jun 07 07:09:36 [IKEv1]Group =XXX.XXX.XXX.XXX, IP =XXX.XXX.XXX.XXX, Can't find a valid tunnel group, aborting...! Jun 07 07:09:46 [IKEv1]IP =XXX.XXX.XXX.XXX,  (next payload = 4) Jun 07 07:10:06 [IKEv1]IP =XXX.XXX.XXX.XXX,  (next payload = 4) Jun 07 07:10:47 [IKEv1]Group =XXX.XXX.XXX.XXX, IP =XXX.XXX.XXX.XXX, Can't find a valid tunnel group, aborting...! What can be the reason of this? Regards.","Header invalid, missing SA payload!",https://supportforums.cisco.com/discussion/13040141/header-invalid-missing-sa-payload,,,,,,,,,0
1037,2016,"Hello, I want to to test how to restrict AnyConnect User on an ASA 5510. In the policy I can define which networks will go through the VPN tunnel and which not (split-tunneling). The ASA hasa LDAP connection and only AD users with a special security-group can connect via AnyConnect. But furthermore I would like to restrict the access for special users within one VPN policy. So my question: What are your recommendations to implement this szenario? My two ideas would be: 1. Access rules based on the AD user. 2. Reserve special IP addresses in the AnyConnect address pool for some user so I can restrict the access in the normal firewall ruleset based on the source IP. What are your recommendations and is it possible to realize my ideas (and how)? Thanks in advance Best regards",Cisco ASA 5510- VPN (AnyConnect) restrictions based on AD user or IP address,https://supportforums.cisco.com/discussion/12761381/cisco-asa-5510-vpn-anyconnect-restrictions-based-ad-user-or-ip-address,,,,,,,,,3
2869,2015,"Hi guys  I just receive a request from a customer which says that he needs the procedure to establish a vpn connection from an Android device, as far as i know there's an app of ANYCONNECT but in my case the customer is using a CISCO VPN CLIENT, in this case is there a way to configure a VPN connection on the device or I need to use ANYCONNECT?  Regards. CISCO VPN CLIENT ANDROID",CISCO ASA VPN client for Android,https://supportforums.cisco.com/discussion/12446311/cisco-asa-vpn-client-android,,,,,,,,,3
1344,2015,"Hello i want to configure  on my Cisco ASA 5510 for more then 30 users who we'll have access simultaneously, but i don't know if my licence permit that. here below features of my ASA Licence: Licensed features for this platform: Maximum Physical Interfaces: Unlimited Maximum VLANs: 50 Inside Hosts: Unlimited Failover: Disabled VPN-DES: Enabled VPN-3DES-AES: Enabled Security Contexts: 0 GTP/GPRS: Disabled  Peers: 2 Total VPN Peers: 250 Shared License: Disabled AnyConnect for Mobile: Disabled AnyConnect for Linksys phone: Disabled AnyConnect Essentials: Disabled Advanced Endpoint Assessment: Disabled UC Phone Proxy Sessions: 2 Total UC Proxy Sessions: 2 Botnet Traffic Filter: Disabled This platform has a Base license. Regards Walid",SSL VPN,https://supportforums.cisco.com/discussion/12717851/ssl-vpn,,,,,,,,,3
2654,2015,"Hello and thank you in advance. We use ASA5510 as for vpn appliance and currently have 90+ ipsec vpn tunnels (site to site tunnels)terminated on this ASA. Recently, we setup a tunnel for one of our customers (site to site tunnel). Now this customer needs access to at least 10 of the existing site to site tunnels that i have. They need to be able to access devices on this segments. How do i proceed with this request?  Will i need to update all 10 site to site existing tunnels to add this locations (customers) ip range?",Customer needs access to devices on existing site to site tunnels,https://supportforums.cisco.com/discussion/12476896/customer-needs-access-devices-existing-site-site-tunnels,,,,,,,,,3
1034,2016,"Hello,  I setup a lan-to-lan vpn between a vendors ASA and mineand it's working, but, the Phase 2 IPsec key time on my side is set at 28800 seconds and the vendors is at 86400. Is there a way to edit my connections profile to match there's? I honestly don't know if this mismatch will cause any issues but figured I'd ask. Thank you",Edit Rekey time Interval,https://supportforums.cisco.com/discussion/12761686/edit-rekey-time-interval,,,,,,,,,3
2069,2015,"We have a  setup for SAP/WMS system between to facilities, that includes Cisco VOIP phone that connect through Vonage. There is poor call quality in this setup, is it possible to exclude VOIP traffic from the VPN. If we plugin a phone directly to the WAN (service provider router) the call quality is much better. My other suggestion was to run new drops for just the VOIP phones. Can I achieve the same thing through routing. They are currently using ASA 5505 routers. Thanks",S2S VPN,https://supportforums.cisco.com/discussion/12565651/s2s-vpn,,,,,,,,,2
1174,2016,i want to configure remote access vpn on my production level router on which we setup p2p ipsec vpn. please guide me can i do this on same router with existing policy/ike. would love if get any working example cause i have't much time... thanks vpn  remote easyvpn,1841,https://supportforums.cisco.com/discussion/12743166/1841,,,,,,,,,3
1142,2016,"hello friends, is there any way to check who is currently connecting with vpn clinet. i need a users details. as well as is there any option need to check the last 2 month login time through vpn any help will be highly appreciate",currently vpn clint connected details on cisco router,https://supportforums.cisco.com/discussion/12747186/currently-vpn-clint-connected-details-cisco-router,,,,,,,,,3
2658,2015,"some help me Q)not able ping to remote ip which on ASA firewall not on pc (site to site vpns on ASA) configired no proxy, icmp inspect, no luck Note- i can ping PC but not the same subnet L3 ip on ASA2 PC--->>>ASA1--------ASA2&lt;&lt;----PC","not able ping to remote ip which on ASA firewall (site to site vpns on ASA) configired no proxy, icmp inspect, no luck",https://supportforums.cisco.com/discussion/12476411/not-able-ping-remote-ip-which-asa-firewall-site-site-vpns-asa-configired-no,,,,,,,,,2
